DATAFLOW,LAST UPDATE,freq,frequenc,isced11,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,MK,2015,5.0,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,MT,2006,22.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,MT,2015,29.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,MT,2022,16.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,NL,2006,63.9,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,NL,2015,74.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,NL,2022,59.1,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,NO,2006,59.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,NO,2015,64.1,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,NO,2022,53.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,PL,2006,11.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,PL,2015,21.3,u,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,PL,2022,10.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,PT,2006,42.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,PT,2015,50.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,PT,2022,33.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,RO,2015,11.0,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,RO,2022,2.3,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,RS,2015,5.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,RS,2022,5.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,SE,2006,75.0,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,SE,2015,73.0,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,SE,2022,51.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,SI,2006,31.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,SI,2015,33.3,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,SI,2022,22.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,SK,2006,45.1,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,SK,2015,41.9,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,SK,2022,11.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,TR,2022,3.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,UK,2006,56.2,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,M,PC,UK,2015,59.2,u,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,AL,2022,8.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,AT,2006,47.1,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,AT,2015,55.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,AT,2022,28.0,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,BE,2006,49.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,BE,2015,50.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,BE,2022,37.3,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,BG,2006,2.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,BG,2015,4.2,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,BG,2022,1.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,CH,2015,72.0,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,CH,2022,43.1,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,CY,2006,19.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,CY,2015,23.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,CY,2022,10.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,CZ,2006,29.1,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,CZ,2015,38.0,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,CZ,2022,29.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,DE,2006,68.0,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,DE,2015,55.9,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,DE,2022,,u,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,DK,2006,62.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,DK,2015,74.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,DK,2022,62.0,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,EE,2006,20.9,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,EE,2015,29.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,EE,2022,24.9,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,EL,2006,11.9,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,EL,2015,20.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,EL,2022,13.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,ES,2006,41.2,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,ES,2015,39.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,ES,2022,38.2,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,EU27_2020,2015,38.3,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,FI,2006,65.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,FI,2015,75.0,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,FI,2022,45.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,FR,2006,48.3,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,FR,2015,58.2,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,FR,2022,33.1,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,HR,2015,6.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,HR,2022,9.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,HU,2006,18.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,HU,2015,16.1,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,HU,2022,6.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,IE,2006,51.3,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,IE,2015,57.2,u,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,IE,2022,37.1,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,IS,2006,65.9,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,IS,2015,78.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,IT,2006,22.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,IT,2015,24.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,IT,2022,15.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,LT,2006,15.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,LT,2015,28.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,LT,2022,16.2,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,LU,2006,58.1,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,LU,2015,66.2,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,LU,2022,60.3,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,LV,2006,16.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,LV,2015,25.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,LV,2022,10.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,ME,2015,2.9,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,ME,2022,1.1,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,MK,2015,3.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,MT,2006,20.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,MT,2015,30.0,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,MT,2022,15.1,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,NL,2006,66.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,NL,2015,76.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,NL,2022,51.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,NO,2006,59.2,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,NO,2015,63.3,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,NO,2022,54.2,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,PL,2006,11.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,PL,2015,16.2,u,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,PL,2022,13.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,PT,2006,39.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,PT,2015,45.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,PT,2022,30.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,RO,2015,7.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,RO,2022,2.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,RS,2015,4.3,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,RS,2022,3.9,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,SE,2006,71.0,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,SE,2015,75.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,SE,2022,47.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,SI,2006,32.2,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,SI,2015,40.0,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,SI,2022,25.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,SK,2006,29.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,SK,2015,27.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,SK,2022,5.0,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,TR,2022,2.3,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,UK,2006,56.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y65-74,T,PC,UK,2015,61.9,u,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,AL,2022,5.0,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,AT,2015,36.2,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,AT,2022,14.9,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,BE,2015,36.2,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,BE,2022,24.0,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,BG,2015,1.2,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,BG,2022,0.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,CH,2015,63.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,CH,2022,40.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,CY,2015,9.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,CY,2022,4.2,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,CZ,2015,24.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,CZ,2022,21.3,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,DE,2015,54.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,DE,2022,,u,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,DK,2015,61.9,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,DK,2022,60.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,EE,2015,18.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,EE,2022,16.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,EL,2015,9.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,EL,2022,6.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,ES,2015,18.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,ES,2022,26.9,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,EU27_2020,2015,26.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,FI,2015,57.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,FI,2022,41.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,FR,2015,48.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,FR,2022,23.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,HR,2015,2.3,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,HR,2022,1.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,HU,2015,8.2,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,HU,2022,5.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,IE,2015,36.3,u,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,IE,2022,25.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,IS,2015,73.2,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,IT,2015,10.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,IT,2022,7.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,LT,2015,12.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,LT,2022,2.2,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,LU,2015,55.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,LU,2022,43.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,LV,2015,14.3,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,LV,2022,3.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,ME,2015,1.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,ME,2022,0.0,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,MK,2015,1.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,MT,2015,14.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,MT,2022,5.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,NL,2015,62.0,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,NL,2022,43.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,NO,2015,54.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,NO,2022,27.2,u,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,PL,2015,9.3,u,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,PL,2022,7.2,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,PT,2015,25.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,PT,2022,15.4,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,RO,2015,3.9,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,RO,2022,2.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,RS,2015,0.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,RS,2022,1.1,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,SE,2015,66.1,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,SE,2022,39.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,SI,2015,22.8,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,SI,2022,21.3,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,SK,2015,12.0,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,SK,2022,1.3,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,TR,2022,0.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,F,PC,UK,2015,53.5,u,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,M,PC,AL,2022,4.7,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,M,PC,AT,2015,47.5,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,M,PC,AT,2022,21.3,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,M,PC,BE,2015,39.2,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,M,PC,BE,2022,26.1,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,M,PC,BG,2015,2.9,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,M,PC,BG,2022,1.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,M,PC,CH,2015,62.9,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,M,PC,CH,2022,46.0,u,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,M,PC,CY,2015,15.6,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,M,PC,CY,2022,4.1,,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,M,PC,CZ,2015,15.1,u,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,M,PC,CZ,2022,13.5,u,
ESTAT:ILC_SCP01(1.0),10/10/25 11:00:00,A,GE1,ED0-2,Y75-84,M,PC,DE,2015,55.0,,
